,STUDY_ID,DAY,MONTH,YEAR,SAMPLE_DESC,PLOT,ID_SPECIES,LATITUDE,LONGITUDE,sum.allrawdata.ABUNDANCE,sum.allrawdata.BIOMASS,GENUS,SPECIES,GENUS_SPECIES
2140,18,NA,NA,1936,44.330000_-112.330000_3_36,3,2423,44.33,-112.33,1,0,Viola,beckwithii,Viola beckwithii
2141,18,NA,NA,1936,44.330000_-112.330000_3_36,3,248,44.33,-112.33,2,0,Artemisia,tripartita,Artemisia tripartita
2142,18,NA,NA,1936,44.330000_-112.330000_3_36,3,277,44.33,-112.33,1,0,Astragalus,lentiginosus,Astragalus lentiginosus
2143,18,NA,NA,1936,44.330000_-112.330000_3_36,3,279,44.33,-112.33,1,0,Astragalus,purshii,Astragalus purshii
2144,18,NA,NA,1936,44.330000_-112.330000_3_36,3,30,44.33,-112.33,30,0,Achnatherum,hymenoides,Achnatherum hymenoides
2145,18,NA,NA,1936,44.330000_-112.330000_3_36,3,317,44.33,-112.33,16,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2146,18,NA,NA,1936,44.330000_-112.330000_3_36,3,448,44.33,-112.33,3,0,Castilleja,angustifolia,Castilleja angustifolia
2147,18,NA,NA,1936,44.330000_-112.330000_3_36,3,631,44.33,-112.33,15,0,Crepis,acuminata,Crepis acuminata
2148,18,NA,NA,1936,44.330000_-112.330000_3_36,3,865,44.33,-112.33,8,0,Erigeron,engelmannii,Erigeron engelmannii
2149,18,NA,NA,1934,44.330000_-112.330000_18_34,18,2319,44.33,-112.33,2,0,Tetradymia,canescens,Tetradymia canescens
2150,18,NA,NA,1934,44.330000_-112.330000_18_34,18,2425,44.33,-112.33,4,0,Viola,praemorsa,Viola praemorsa
2151,18,NA,NA,1934,44.330000_-112.330000_18_34,18,246,44.33,-112.33,1,0,Arnica,fulgens,Arnica fulgens
2152,18,NA,NA,1934,44.330000_-112.330000_18_34,18,248,44.33,-112.33,4,0,Artemisia,tripartita,Artemisia tripartita
2153,18,NA,NA,1934,44.330000_-112.330000_18_34,18,546,44.33,-112.33,2,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2154,18,NA,NA,1934,44.330000_-112.330000_18_34,18,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
2155,18,NA,NA,1934,44.330000_-112.330000_18_34,18,827,44.33,-112.33,19,0,Elymus,albicans,Elymus albicans
2156,18,NA,NA,1934,44.330000_-112.330000_18_34,18,85,44.33,-112.33,14,0,Agoseris,taraxacifolia,Agoseris taraxacifolia
2157,18,NA,NA,1934,44.330000_-112.330000_18_34,18,863,44.33,-112.33,28,0,Erigeron,corymbosus,Erigeron corymbosus
2158,18,NA,NA,1934,44.330000_-112.330000_19_34,19,1352,44.33,-112.33,11,0,Koeleria,macrantha,Koeleria macrantha
2159,18,NA,NA,1934,44.330000_-112.330000_19_34,19,170,44.33,-112.33,3,0,Antennaria,sp,Antennaria sp
2160,18,NA,NA,1934,44.330000_-112.330000_19_34,19,1880,44.33,-112.33,3,0,Poa,secunda,Poa secunda
2161,18,NA,NA,1934,44.330000_-112.330000_19_34,19,1969,44.33,-112.33,77,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2162,18,NA,NA,1934,44.330000_-112.330000_19_34,19,2425,44.33,-112.33,1,0,Viola,praemorsa,Viola praemorsa
2163,18,NA,NA,1934,44.330000_-112.330000_19_34,19,246,44.33,-112.33,89,0,Arnica,fulgens,Arnica fulgens
2164,18,NA,NA,1934,44.330000_-112.330000_19_34,19,248,44.33,-112.33,11,0,Artemisia,tripartita,Artemisia tripartita
2165,18,NA,NA,1934,44.330000_-112.330000_19_34,19,2499,44.33,-112.33,1,0,Zigadenus,paniculatus,Zigadenus paniculatus
2166,18,NA,NA,1934,44.330000_-112.330000_19_34,19,277,44.33,-112.33,2,0,Astragalus,lentiginosus,Astragalus lentiginosus
2167,18,NA,NA,1934,44.330000_-112.330000_19_34,19,827,44.33,-112.33,39,0,Elymus,albicans,Elymus albicans
2168,18,NA,NA,1934,44.330000_-112.330000_19_34,19,863,44.33,-112.33,8,0,Erigeron,corymbosus,Erigeron corymbosus
2169,18,NA,NA,1934,44.330000_-112.330000_1_34,1,1214,44.33,-112.33,9,0,Hesperostipa,comata,Hesperostipa comata
2170,18,NA,NA,1937,44.330000_-112.330000_17_37,17,1880,44.33,-112.33,2,0,Poa,secunda,Poa secunda
2171,18,NA,NA,1937,44.330000_-112.330000_17_37,17,1969,44.33,-112.33,41,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2172,18,NA,NA,1937,44.330000_-112.330000_17_37,17,248,44.33,-112.33,1,0,Artemisia,tripartita,Artemisia tripartita
2173,18,NA,NA,1934,44.330000_-112.330000_1_34,1,1880,44.33,-112.33,23,0,Poa,secunda,Poa secunda
2174,18,NA,NA,1934,44.330000_-112.330000_1_34,1,1969,44.33,-112.33,36,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2175,18,NA,NA,1934,44.330000_-112.330000_1_34,1,2319,44.33,-112.33,1,0,Tetradymia,canescens,Tetradymia canescens
2176,18,NA,NA,1934,44.330000_-112.330000_1_34,1,246,44.33,-112.33,1,0,Arnica,fulgens,Arnica fulgens
2177,18,NA,NA,1934,44.330000_-112.330000_1_34,1,248,44.33,-112.33,9,0,Artemisia,tripartita,Artemisia tripartita
2178,18,NA,NA,1934,44.330000_-112.330000_1_34,1,275,44.33,-112.33,1,0,Astragalus,convallarius,Astragalus convallarius
2179,18,NA,NA,1934,44.330000_-112.330000_1_34,1,277,44.33,-112.33,2,0,Astragalus,lentiginosus,Astragalus lentiginosus
2180,18,NA,NA,1937,44.330000_-112.330000_18_37,18,1471,44.33,-112.33,1,0,Lomatium,triternatum,Lomatium triternatum
2181,18,NA,NA,1937,44.330000_-112.330000_18_37,18,1485,44.33,-112.33,1,0,Lupinus,caudatus,Lupinus caudatus
2182,18,NA,NA,1937,44.330000_-112.330000_18_37,18,1832,44.33,-112.33,3,0,Phlox,longifolia,Phlox longifolia
2183,18,NA,NA,1937,44.330000_-112.330000_18_37,18,1880,44.33,-112.33,11,0,Poa,secunda,Poa secunda
2184,18,NA,NA,1937,44.330000_-112.330000_18_37,18,1969,44.33,-112.33,18,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2185,18,NA,NA,1937,44.330000_-112.330000_18_37,18,2006,44.33,-112.33,3,0,Purshia,tridentata,Purshia tridentata
2186,18,NA,NA,1937,44.330000_-112.330000_18_37,18,2425,44.33,-112.33,9,0,Viola,praemorsa,Viola praemorsa
2187,18,NA,NA,1937,44.330000_-112.330000_18_37,18,248,44.33,-112.33,5,0,Artemisia,tripartita,Artemisia tripartita
2188,18,NA,NA,1937,44.330000_-112.330000_18_37,18,275,44.33,-112.33,4,0,Astragalus,convallarius,Astragalus convallarius
2189,18,NA,NA,1937,44.330000_-112.330000_18_37,18,317,44.33,-112.33,1,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2190,18,NA,NA,1957,44.330000_-112.330000_9_57,9,1424,44.33,-112.33,13,0,Linanthus,pungens,Linanthus pungens
2191,18,NA,NA,1957,44.330000_-112.330000_9_57,9,1831,44.33,-112.33,3,0,Phlox,hoodii,Phlox hoodii
2192,18,NA,NA,1957,44.330000_-112.330000_9_57,9,1880,44.33,-112.33,18,0,Poa,secunda,Poa secunda
2193,18,NA,NA,1957,44.330000_-112.330000_9_57,9,1969,44.33,-112.33,62,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2194,18,NA,NA,1957,44.330000_-112.330000_9_57,9,2319,44.33,-112.33,1,0,Tetradymia,canescens,Tetradymia canescens
2195,18,NA,NA,1957,44.330000_-112.330000_9_57,9,248,44.33,-112.33,10,0,Artemisia,tripartita,Artemisia tripartita
2196,18,NA,NA,1957,44.330000_-112.330000_9_57,9,448,44.33,-112.33,3,0,Castilleja,angustifolia,Castilleja angustifolia
2197,18,NA,NA,1957,44.330000_-112.330000_9_57,9,546,44.33,-112.33,10,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2198,18,NA,NA,1957,44.330000_-112.330000_9_57,9,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
2199,18,NA,NA,1957,44.330000_-112.330000_9_57,9,871,44.33,-112.33,16,0,Eriogonum,microthecum,Eriogonum microthecum
2200,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
2201,18,NA,NA,1973,44.330000_-112.330000_10_73,10,118,44.33,-112.33,2,0,Allium,textile,Allium textile
2202,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1214,44.33,-112.33,11,0,Hesperostipa,comata,Hesperostipa comata
2203,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1352,44.33,-112.33,2,0,Koeleria,macrantha,Koeleria macrantha
2204,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1424,44.33,-112.33,4,0,Linanthus,pungens,Linanthus pungens
2205,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
2206,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1832,44.33,-112.33,10,0,Phlox,longifolia,Phlox longifolia
2207,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1880,44.33,-112.33,11,0,Poa,secunda,Poa secunda
2208,18,NA,NA,1973,44.330000_-112.330000_10_73,10,1969,44.33,-112.33,12,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2209,18,NA,NA,1973,44.330000_-112.330000_10_73,10,248,44.33,-112.33,6,0,Artemisia,tripartita,Artemisia tripartita
2210,18,NA,NA,1949,44.330000_-112.330000_6_49,6,1793,44.33,-112.33,2,0,Penstemon,speciosus,Penstemon speciosus
2211,18,NA,NA,1949,44.330000_-112.330000_6_49,6,1831,44.33,-112.33,7,0,Phlox,hoodii,Phlox hoodii
2212,18,NA,NA,1949,44.330000_-112.330000_6_49,6,1880,44.33,-112.33,29,0,Poa,secunda,Poa secunda
2213,18,NA,NA,1949,44.330000_-112.330000_6_49,6,1969,44.33,-112.33,124,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2214,18,NA,NA,1949,44.330000_-112.330000_6_49,6,248,44.33,-112.33,8,0,Artemisia,tripartita,Artemisia tripartita
2215,18,NA,NA,1949,44.330000_-112.330000_6_49,6,30,44.33,-112.33,4,0,Achnatherum,hymenoides,Achnatherum hymenoides
2216,18,NA,NA,1973,44.330000_-112.330000_10_73,10,871,44.33,-112.33,3,0,Eriogonum,microthecum,Eriogonum microthecum
2217,18,NA,NA,1973,44.330000_-112.330000_13_73,13,1214,44.33,-112.33,11,0,Hesperostipa,comata,Hesperostipa comata
2218,18,NA,NA,1973,44.330000_-112.330000_13_73,13,1424,44.33,-112.33,3,0,Linanthus,pungens,Linanthus pungens
2219,18,NA,NA,1973,44.330000_-112.330000_13_73,13,1791,44.33,-112.33,18,0,Penstemon,radicosus,Penstemon radicosus
2220,18,NA,NA,1973,44.330000_-112.330000_13_73,13,1880,44.33,-112.33,23,0,Poa,secunda,Poa secunda
2221,18,NA,NA,1973,44.330000_-112.330000_13_73,13,1969,44.33,-112.33,12,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2222,18,NA,NA,1973,44.330000_-112.330000_13_73,13,2319,44.33,-112.33,1,0,Tetradymia,canescens,Tetradymia canescens
2223,18,NA,NA,1973,44.330000_-112.330000_13_73,13,248,44.33,-112.33,1,0,Artemisia,tripartita,Artemisia tripartita
2224,18,NA,NA,1973,44.330000_-112.330000_13_73,13,590,44.33,-112.33,35,0,Comandra,umbellata,Comandra umbellata
2225,18,NA,NA,1973,44.330000_-112.330000_13_73,13,631,44.33,-112.33,10,0,Crepis,acuminata,Crepis acuminata
2226,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1214,44.33,-112.33,32,0,Hesperostipa,comata,Hesperostipa comata
2227,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1450,44.33,-112.33,1,0,Lithospermum,ruderale,Lithospermum ruderale
2228,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1468,44.33,-112.33,1,0,Lomatium,foeniculaceum,Lomatium foeniculaceum
2229,18,NA,NA,1936,44.330000_-112.330000_20_36,20,1352,44.33,-112.33,6,0,Koeleria,macrantha,Koeleria macrantha
2230,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1791,44.33,-112.33,2,0,Penstemon,radicosus,Penstemon radicosus
2231,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1880,44.33,-112.33,24,0,Poa,secunda,Poa secunda
2232,18,NA,NA,1973,44.330000_-112.330000_14_73,14,1969,44.33,-112.33,31,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2233,18,NA,NA,1973,44.330000_-112.330000_14_73,14,248,44.33,-112.33,2,0,Artemisia,tripartita,Artemisia tripartita
2234,18,NA,NA,1973,44.330000_-112.330000_14_73,14,546,44.33,-112.33,1,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2235,18,NA,NA,1973,44.330000_-112.330000_14_73,14,590,44.33,-112.33,20,0,Comandra,umbellata,Comandra umbellata
2236,18,NA,NA,1973,44.330000_-112.330000_14_73,14,631,44.33,-112.33,5,0,Crepis,acuminata,Crepis acuminata
2237,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1214,44.33,-112.33,44,0,Hesperostipa,comata,Hesperostipa comata
2238,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1352,44.33,-112.33,1,0,Koeleria,macrantha,Koeleria macrantha
2239,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1424,44.33,-112.33,4,0,Linanthus,pungens,Linanthus pungens
2240,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1485,44.33,-112.33,1,0,Lupinus,caudatus,Lupinus caudatus
2241,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1791,44.33,-112.33,3,0,Penstemon,radicosus,Penstemon radicosus
2242,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1831,44.33,-112.33,4,0,Phlox,hoodii,Phlox hoodii
2243,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1880,44.33,-112.33,1,0,Poa,secunda,Poa secunda
2244,18,NA,NA,1973,44.330000_-112.330000_15_73,15,1969,44.33,-112.33,33,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2245,18,NA,NA,1973,44.330000_-112.330000_15_73,15,248,44.33,-112.33,5,0,Artemisia,tripartita,Artemisia tripartita
2246,18,NA,NA,1973,44.330000_-112.330000_15_73,15,546,44.33,-112.33,1,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2247,18,NA,NA,1973,44.330000_-112.330000_15_73,15,590,44.33,-112.33,49,0,Comandra,umbellata,Comandra umbellata
2248,18,NA,NA,1973,44.330000_-112.330000_16_73,16,1214,44.33,-112.33,11,0,Hesperostipa,comata,Hesperostipa comata
2249,18,NA,NA,1973,44.330000_-112.330000_16_73,16,1611,44.33,-112.33,3,0,Morphospecies,,Morphospecies 
2250,18,NA,NA,1973,44.330000_-112.330000_16_73,16,1624,44.33,-112.33,4,0,Morphospecies,lichen,Morphospecies lichen
2251,18,NA,NA,1936,44.330000_-112.330000_21_36,21,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
2252,18,NA,NA,1936,44.330000_-112.330000_21_36,21,170,44.33,-112.33,3,0,Antennaria,sp,Antennaria sp
2253,18,NA,NA,1936,44.330000_-112.330000_21_36,21,1832,44.33,-112.33,57,0,Phlox,longifolia,Phlox longifolia
2254,18,NA,NA,1936,44.330000_-112.330000_21_36,21,1880,44.33,-112.33,8,0,Poa,secunda,Poa secunda
2255,18,NA,NA,1936,44.330000_-112.330000_21_36,21,1969,44.33,-112.33,99,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2256,18,NA,NA,1936,44.330000_-112.330000_21_36,21,2006,44.33,-112.33,1,0,Purshia,tridentata,Purshia tridentata
2257,18,NA,NA,1936,44.330000_-112.330000_21_36,21,2199,44.33,-112.33,1,0,Sphaeralcea,munroana,Sphaeralcea munroana
2258,18,NA,NA,1936,44.330000_-112.330000_21_36,21,2319,44.33,-112.33,1,0,Tetradymia,canescens,Tetradymia canescens
2259,18,NA,NA,1936,44.330000_-112.330000_21_36,21,2425,44.33,-112.33,3,0,Viola,praemorsa,Viola praemorsa
2260,18,NA,NA,1936,44.330000_-112.330000_21_36,21,246,44.33,-112.33,31,0,Arnica,fulgens,Arnica fulgens
2261,18,NA,NA,1936,44.330000_-112.330000_21_36,21,248,44.33,-112.33,5,0,Artemisia,tripartita,Artemisia tripartita
2262,18,NA,NA,1936,44.330000_-112.330000_21_36,21,277,44.33,-112.33,2,0,Astragalus,lentiginosus,Astragalus lentiginosus
2263,18,NA,NA,1936,44.330000_-112.330000_21_36,21,317,44.33,-112.33,15,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2264,18,NA,NA,1936,44.330000_-112.330000_21_36,21,422,44.33,-112.33,23,0,Carex,douglasii,Carex douglasii
2265,18,NA,NA,1936,44.330000_-112.330000_21_36,21,631,44.33,-112.33,2,0,Crepis,acuminata,Crepis acuminata
2266,18,NA,NA,1936,44.330000_-112.330000_21_36,21,827,44.33,-112.33,15,0,Elymus,albicans,Elymus albicans
2267,18,NA,NA,1936,44.330000_-112.330000_21_36,21,863,44.33,-112.33,6,0,Erigeron,corymbosus,Erigeron corymbosus
2268,18,NA,NA,1936,44.330000_-112.330000_21_36,21,865,44.33,-112.33,3,0,Erigeron,engelmannii,Erigeron engelmannii
2269,18,NA,NA,1936,44.330000_-112.330000_22_36,22,1471,44.33,-112.33,3,0,Lomatium,triternatum,Lomatium triternatum
2270,18,NA,NA,1936,44.330000_-112.330000_22_36,22,1485,44.33,-112.33,9,0,Lupinus,caudatus,Lupinus caudatus
2271,18,NA,NA,1936,44.330000_-112.330000_22_36,22,1611,44.33,-112.33,1,0,Morphospecies,,Morphospecies 
2272,18,NA,NA,1936,44.330000_-112.330000_22_36,22,170,44.33,-112.33,2,0,Antennaria,sp,Antennaria sp
2273,18,NA,NA,1936,44.330000_-112.330000_22_36,22,1880,44.33,-112.33,30,0,Poa,secunda,Poa secunda
2274,18,NA,NA,1936,44.330000_-112.330000_22_36,22,1969,44.33,-112.33,61,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2275,18,NA,NA,1936,44.330000_-112.330000_22_36,22,221,44.33,-112.33,1,0,Arabis,holboellii,Arabis holboellii
2276,18,NA,NA,1936,44.330000_-112.330000_22_36,22,2425,44.33,-112.33,1,0,Viola,praemorsa,Viola praemorsa
2277,18,NA,NA,1936,44.330000_-112.330000_22_36,22,248,44.33,-112.33,8,0,Artemisia,tripartita,Artemisia tripartita
2278,18,NA,NA,1936,44.330000_-112.330000_22_36,22,275,44.33,-112.33,2,0,Astragalus,convallarius,Astragalus convallarius
2279,18,NA,NA,1936,44.330000_-112.330000_22_36,22,277,44.33,-112.33,1,0,Astragalus,lentiginosus,Astragalus lentiginosus
2280,18,NA,NA,1936,44.330000_-112.330000_22_36,22,280,44.33,-112.33,3,0,Astragalus,sp,Astragalus sp
2281,18,NA,NA,1936,44.330000_-112.330000_22_36,22,317,44.33,-112.33,36,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2282,18,NA,NA,1936,44.330000_-112.330000_22_36,22,381,44.33,-112.33,2,0,Calochortus,macrocarpus,Calochortus macrocarpus
2283,18,NA,NA,1936,44.330000_-112.330000_22_36,22,422,44.33,-112.33,20,0,Carex,douglasii,Carex douglasii
2284,18,NA,NA,1936,44.330000_-112.330000_22_36,22,590,44.33,-112.33,2,0,Comandra,umbellata,Comandra umbellata
2285,18,NA,NA,1936,44.330000_-112.330000_22_36,22,827,44.33,-112.33,13,0,Elymus,albicans,Elymus albicans
2286,18,NA,NA,1936,44.330000_-112.330000_22_36,22,85,44.33,-112.33,135,0,Agoseris,taraxacifolia,Agoseris taraxacifolia
2287,18,NA,NA,1936,44.330000_-112.330000_22_36,22,863,44.33,-112.33,49,0,Erigeron,corymbosus,Erigeron corymbosus
2288,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1163,44.33,-112.33,4,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
2289,18,NA,NA,1936,44.330000_-112.330000_23_36,23,116,44.33,-112.33,3,0,Allium,acuminatum,Allium acuminatum
2290,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1352,44.33,-112.33,18,0,Koeleria,macrantha,Koeleria macrantha
2291,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1471,44.33,-112.33,16,0,Lomatium,triternatum,Lomatium triternatum
2292,18,NA,NA,1936,44.330000_-112.330000_23_36,23,170,44.33,-112.33,1,0,Antennaria,sp,Antennaria sp
2293,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1832,44.33,-112.33,2,0,Phlox,longifolia,Phlox longifolia
2294,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1880,44.33,-112.33,7,0,Poa,secunda,Poa secunda
2295,18,NA,NA,1936,44.330000_-112.330000_23_36,23,1969,44.33,-112.33,193,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2296,18,NA,NA,1936,44.330000_-112.330000_23_36,23,2144,44.33,-112.33,1,0,Senecio,integerrimus,Senecio integerrimus
2297,18,NA,NA,1936,44.330000_-112.330000_23_36,23,221,44.33,-112.33,19,0,Arabis,holboellii,Arabis holboellii
2298,18,NA,NA,1936,44.330000_-112.330000_23_36,23,2319,44.33,-112.33,1,0,Tetradymia,canescens,Tetradymia canescens
2299,18,NA,NA,1936,44.330000_-112.330000_23_36,23,2425,44.33,-112.33,3,0,Viola,praemorsa,Viola praemorsa
2300,18,NA,NA,1936,44.330000_-112.330000_23_36,23,248,44.33,-112.33,77,0,Artemisia,tripartita,Artemisia tripartita
2301,18,NA,NA,1936,44.330000_-112.330000_23_36,23,280,44.33,-112.33,2,0,Astragalus,sp,Astragalus sp
2302,18,NA,NA,1936,44.330000_-112.330000_23_36,23,317,44.33,-112.33,89,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2303,18,NA,NA,1936,44.330000_-112.330000_23_36,23,381,44.33,-112.33,7,0,Calochortus,macrocarpus,Calochortus macrocarpus
2304,18,NA,NA,1936,44.330000_-112.330000_23_36,23,422,44.33,-112.33,5,0,Carex,douglasii,Carex douglasii
2305,18,NA,NA,1936,44.330000_-112.330000_23_36,23,546,44.33,-112.33,9,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2306,18,NA,NA,1936,44.330000_-112.330000_23_36,23,631,44.33,-112.33,12,0,Crepis,acuminata,Crepis acuminata
2307,18,NA,NA,1936,44.330000_-112.330000_23_36,23,827,44.33,-112.33,5,0,Elymus,albicans,Elymus albicans
2308,18,NA,NA,1936,44.330000_-112.330000_23_36,23,85,44.33,-112.33,26,0,Agoseris,taraxacifolia,Agoseris taraxacifolia
2309,18,NA,NA,1936,44.330000_-112.330000_23_36,23,863,44.33,-112.33,17,0,Erigeron,corymbosus,Erigeron corymbosus
2310,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1163,44.33,-112.33,1,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
2311,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1214,44.33,-112.33,37,0,Hesperostipa,comata,Hesperostipa comata
2312,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1352,44.33,-112.33,13,0,Koeleria,macrantha,Koeleria macrantha
2313,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1471,44.33,-112.33,4,0,Lomatium,triternatum,Lomatium triternatum
2314,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1832,44.33,-112.33,1,0,Phlox,longifolia,Phlox longifolia
2315,18,NA,NA,1936,44.330000_-112.330000_24_36,24,1880,44.33,-112.33,15,0,Poa,secunda,Poa secunda
2316,18,NA,NA,1923,44.330000_-112.330000_11_23,11,1163,44.33,-112.33,5,0,Gutierrezia,sarothrae,Gutierrezia sarothrae
2317,18,NA,NA,1923,44.330000_-112.330000_11_23,11,1409,44.33,-112.33,1,0,Lesquerella,sp,Lesquerella sp
2318,18,NA,NA,1923,44.330000_-112.330000_11_23,11,1611,44.33,-112.33,2,0,Morphospecies,,Morphospecies 
2319,18,NA,NA,1923,44.330000_-112.330000_11_23,11,170,44.33,-112.33,7,0,Antennaria,sp,Antennaria sp
2320,18,NA,NA,1923,44.330000_-112.330000_11_23,11,1880,44.33,-112.33,1,0,Poa,secunda,Poa secunda
2321,18,NA,NA,1923,44.330000_-112.330000_11_23,11,1969,44.33,-112.33,53,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2322,18,NA,NA,1923,44.330000_-112.330000_11_23,11,248,44.33,-112.33,7,0,Artemisia,tripartita,Artemisia tripartita
2323,18,NA,NA,1923,44.330000_-112.330000_11_23,11,280,44.33,-112.33,2,0,Astragalus,sp,Astragalus sp
2324,18,NA,NA,1923,44.330000_-112.330000_11_23,11,30,44.33,-112.33,1,0,Achnatherum,hymenoides,Achnatherum hymenoides
2325,18,NA,NA,1923,44.330000_-112.330000_11_23,11,317,44.33,-112.33,1,0,Balsamorhiza,sagittata,Balsamorhiza sagittata
2326,18,NA,NA,1923,44.330000_-112.330000_11_23,11,546,44.33,-112.33,3,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2327,18,NA,NA,1923,44.330000_-112.330000_11_23,11,631,44.33,-112.33,1,0,Crepis,acuminata,Crepis acuminata
2328,18,NA,NA,1923,44.330000_-112.330000_11_23,11,873,44.33,-112.33,1,0,Eriogonum,sp,Eriogonum sp
2329,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1214,44.33,-112.33,5,0,Hesperostipa,comata,Hesperostipa comata
2330,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1499,44.33,-112.33,17,0,Machaeranthera,sp,Machaeranthera sp
2331,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1611,44.33,-112.33,5,0,Morphospecies,,Morphospecies 
2332,18,NA,NA,1923,44.330000_-112.330000_13_23,13,170,44.33,-112.33,1,0,Antennaria,sp,Antennaria sp
2333,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1832,44.33,-112.33,1,0,Phlox,longifolia,Phlox longifolia
2334,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1880,44.33,-112.33,3,0,Poa,secunda,Poa secunda
2335,18,NA,NA,1923,44.330000_-112.330000_13_23,13,1969,44.33,-112.33,50,0,Pseudoroegneria,spicata,Pseudoroegneria spicata
2336,18,NA,NA,1923,44.330000_-112.330000_13_23,13,2319,44.33,-112.33,6,0,Tetradymia,canescens,Tetradymia canescens
2337,18,NA,NA,1923,44.330000_-112.330000_13_23,13,248,44.33,-112.33,6,0,Artemisia,tripartita,Artemisia tripartita
2338,18,NA,NA,1923,44.330000_-112.330000_13_23,13,270,44.33,-112.33,1,0,Aster,sp,Aster sp
2339,18,NA,NA,1923,44.330000_-112.330000_13_23,13,546,44.33,-112.33,14,0,Chrysothamnus,viscidiflorus,Chrysothamnus viscidiflorus
2340,18,NA,NA,1923,44.330000_-112.330000_13_23,13,827,44.33,-112.33,4,0,Elymus,albicans,Elymus albicans
2341,18,NA,NA,1923,44.330000_-112.330000_24_23,24,1214,44.33,-112.33,10,0,Hesperostipa,comata,Hesperostipa comata
2342,18,NA,NA,1923,44.330000_-112.330000_24_23,24,1352,44.33,-112.33,18,0,Koeleria,macrantha,Koeleria macrantha
2343,18,NA,NA,1923,44.330000_-112.330000_24_23,24,1611,44.33,-112.33,3,0,Morphospecies,,Morphospecies 
2344,18,NA,NA,1923,44.330000_-112.330000_24_23,24,1626,44.33,-112.33,23,0,Morphospecies,seedling,Morphospecies seedling
